קטגוריה,שם הזכות,תיאור הזכות,מקור,מעניק הזכות,איש קשר,זכאות,תנאים,חוקה,משוואה,תהליך מימוש,מידע נוסף,תנאים במבנה חדש,DESCRIPTION
דיור,סיוע בהוצאות דיור לחיילים בודדים,סיוע בשכר דירה ובהוצאות אחזקת דירה,כל זכות,"צה""ל","משקית ת""ש",כל מי שהוגדר חייל בודד,בעל דירה###שוכר דירה,שווה###שווה,בשירות חובה וגם בעל דירה או שוכר דירה,"1. הגשת בקשה באמצעות סגל הת""ש###2. צרוף חוזה שכירות###3. קבלת תשלום מראש עד 3 חודשים במקרה הצורך",,"[{""service"": {""serviceType"": ""MANDATORY""}, ""housing"": {""housingStatus"": ""OWNER"", ""idfRentAssistance"": true}}, {""service"": {""serviceType"": ""MANDATORY""}, ""housing"": {""housingStatus"": ""RENTER"", ""idfRentAssistance"": true}}]","זכאים לקבל מצה""ל השתתפות בדמי שכירות והוצאות עבור אחזקת הדירה כגון: מים, גז וועד בית.
במידה והחייל שוכר דירה זכאי לקבל השתתפות בשכר דירה + הוצאות נלוות 
במידה והחייל מתגורר בדירה זכאי לקבל סיוע בהוצאות נלוות"
  סיוע בשכר דירה,לינה קבועה בבית החייל לחיילים בודדים,,,,,,,,,,,"[{""service"": {""serviceType"": ""MANDATORY""}, ""discharge"": {""monthsSinceDischarge"": {""lte"": 3}}, ""housing"": {""housingStatus"": ""NONE""}}]","""	חיילים בודדים רשאים ללון בקביעות באחד ממתקני """"האגודה למען החייל"""" (בית החייל)""
בבית החייל יינתנו לחיילים שירותי כביסה ומזון
""	זכאות ל-3 חודשי לינה אחרי השחרור """
